Date,PortNumber,ServiceName,RequestedBy,ChangeDescription,ExecutionGrp

Mon Jul 4 10:08:00 AST 2016 , 7848, NGI_VehicleInsurenceQutationsService, Venkat, Added the new object(Headers features) in BKIC service getVehicleQutationData method
Sun May 21 16:17:41 AST 2017 , 7848, NGI_ReplacementOfBirthCertificate, Uma, BuildNumber: 201705211610 Changes: Fixed issue in SubmitRequestForBirthCertificate method while assigning FeePerCopy field while calling backend service
Mon May 22 09:06:42 AST 2017 , 7848, NGI_ReplacementOfBirthCertificate, Uma, BuildNumber: 201705220900 Changes: Done changes to .LKUPAddressAlpha. method while constructing response
Mon May 22 12:03:48 AST 2017 , 7848, NGI_VRR_Service, Sudhakar, Build Number:201705221146 Change description : Modified IDType look up values
Mon May 22 12:04:19 AST 2017 , 7854, NGI_VRR_Service, Sudhakar, Build Number:201705221146 Change description : Modified IDType look up values
Mon May 22 12:04:53 AST 2017 , 7856, NGI_VRR_Service, Sudhakar, Build Number:201705221146 Change description : Modified IDType look up values
Mon May 22 15:07:29 AST 2017 , 7848, NGI_ReplacementOfBirthCertificate, Uma, BuildNumber: 201705221500 Changes: Added arabic values for the types Lost & Replacement in LKUPCertificateType response
Tue May 23 08:06:09 AST 2017 , 7848, NGI_UOBAdmissionService, Uma, CR_STG_PRD_2033 BuildNo: 201705221150 UOB Online Admission service: 1. Added and implemented 2 new methods: LKUPPrivateSchoolMajors & FetchWishListCount. 2. Changed the business logic in GetUserInfo method response to include students from private schools to apply for admission based on the SchoolTypeID retrieved from MOE as per the SRD: SRD_UOB_Online_Admission_Service V1.0.docx. 3. Code cleaning and handled fault in all the methods. 4. Updated UOB service wsdl.
Tue May 23 08:43:53 AST 2017 , 7848, NGI_ReplacementOfBirthCertificate, Uma, Arabic content updated
Tue May 23 13:12:09 AST 2017 , 7848, NGI_MLSDFinancialSupportWebService, Venkat, Build No : 201723051257 Updated the backend wsdl
Tue May 23 13:13:20 AST 2017 , 7848, NGI_MLSD_SocialAssistanceService, Venkat, Build No : 201723051257 Updated the backend wsdl
Tue May 23 14:45:12 AST 2017 , 7848, NGI_Islamiyat, Thiyan, BuildNo: 201705231403 Changes: Latitude Longitude swapping issue fixed
Tue May 23 14:46:03 AST 2017 , 7854, NGI_Islamiyat, Thiyan, BuildNo: 201705231403 Changes: Latitude Longitude swapping issue fixed
Tue May 23 14:58:00 AST 2017 , 7848, NGI-CustomServiceMF, Venkat, BuildNumber : 201723051404 Updated ReferenceNumber parameter in GetExamAppointmentDetails method
Tue May 23 15:01:53 AST 2017 , 7854, NGI_IssuanceofInsurancePolicyforKFCUICService, Venkat, BuildNumber : 201723051427 Updated the date formats in FetchInsurancePolicies method
Tue May 23 15:07:01 AST 2017 , 7854, NGI_Islamiyat, Thiyan, BuildNo: 201705231456 Changes: Latitude Longitude swapping issue fixed in Add response
Tue May 23 15:08:00 AST 2017 , 7848, NGI_Islamiyat, Thiyan, BuildNo: 201705231456 Changes: Latitude Longitude swapping issue fixed in Add response
Wed May 24 08:20:00 AST 2017 , 7854, NGI_IssuanceofInsurancePolicyforKFCUICService, Venkat, BuildNumber : 201724050748 Updated the date formats in FetchInsurancePolicies method
Wed May 24 10:35:52 AST 2017 , 7848, NGI_NewVehicleRegistrationService, Sudhakar, Build number : 201705240956 Change description : 1) Configured dealers email ids in NGI_NEW_VEHICLE_REG_MAKE_DEALER_LKP table. Added DealerEmailIds field in SubmitNewVehicleRegistration.Added new look up LKUPIDType.Added OwnerIDType and OwnerIDNumber fields in LKUPPlateType.
Wed May 24 12:34:45 AST 2017 , 7854, NGI_IssuanceofInsurancePolicyforKFCUICService, Venkat, BuildNumber : 201724051219 Updated the TIMESTAMP for PolicyStartDate and PolicyEndDate in FetchInsurancePolicies method
Wed May 24 12:36:22 AST 2017 , 7854, NGI_IssuanceofInsurancePolicyforKFCUICService, Venkat, BuildNumber : 201724051219 Updated the TIMESTAMP for PolicyStartDate and PolicyEndDate in FetchInsurancePolicies method
Wed May 24 16:05:38 AST 2017 , 7848, NGI_NewVehicleRegistrationService, Sudhakar, Build number : 201705241559 Change description : As requested by Qudama, I have added DealerEmailId field in LKUPVehicleMake method & removed from SubmitNewVehicleRegistration method
Wed May 24 16:25:23 AST 2017 , 7848, NGI_Islamiyat, Thiyan, BuildNo: 201705241615 Changes: GPS WS response and supplied address validation has been disabled. Supplied address either incomplete/invalid/empty will be inserted into DB. For GPS 0s will be inserted if no data
Wed May 24 16:26:03 AST 2017 , 7854, NGI_Islamiyat, Thiyan, BuildNo: 201705241615 Changes: GPS WS response and supplied address validation has been disabled. Supplied address either incomplete/invalid/empty will be inserted into DB. For GPS 0s will be inserted if no data
Thu May 25 07:59:56 AST 2017 , 7848, NGI_MLSDFinancialSupportWebService, Venkat, BuildNumber: 201505241640 Updated the error code in FS_FetchApplicationStatus method
Thu May 25 10:16:49 AST 2017 , 7848, NGI_VRR_Service, Venkat, BuildNumber : 201705250940 Backend added the new IDType parameter and expecting IDType as 'CPR' in the  RetrieveVehiclesDetailsByPlateNumber method. So same hardcode in NGI
Thu May 25 10:19:03 AST 2017 , 7854, NGI_VRR_Service, Venkat, BuildNumber : 201705250940 Backend added the new IDType parameter and expecting IDType as 'CPR' in the  RetrieveVehiclesDetailsByPlateNumber method. So same hardcode in NGI
Thu May 25 10:20:44 AST 2017 , 7856, NGI_VRR_Service, Venkat, BuildNumber : 201705250940 Backend added the new IDType parameter and expecting IDType as 'CPR' in the  RetrieveVehiclesDetailsByPlateNumber method. So same hardcode in NGI
Mon May 29 11:54:04 AST 2017 , 7848, NGI_Islamiyat, Thiyan, BuildNo: 201705291145 Changes: Logging GPS service exceptions in failure and fault scenarios
Mon May 29 11:54:47 AST 2017 , 7854, NGI_Islamiyat, Thiyan, BuildNo: 201705291145 Changes: Logging GPS service exceptions in failure and fault scenarios
Mon May 29 13:26:51 AST 2017 , 7854, NGI_Islamiyat.bar, Thiyan, Logging GPS service exceptions in failure and fault scenarios
Mon May 29 13:28:00 AST 2017 , 7854, NGI_Islamiyat, Thiyan, Logging GPS service exceptions in failure and fault scenarios
Tue May 30 08:31:32 AST 2017 , 7848, NGI_UOBAdmissionService, Uma, BuildNumber: 201705300810 Changes: RFC reference: CR_STG_PRD_2033: Fixed the issue while sending the final GetUserInfo response to the channel
Tue May 30 09:12:50 AST 2017 , 7848, NGI-VehicleInsuranceUpload, Uma, BuildNumber: 201705300900 Changes: RFC reference: CR_STG_PRD_2009: Appended transaction ID to insurance expired/not expired scenario while logging
Tue May 30 09:27:24 AST 2017 , 7848, NGI_Islamiyat, Thiyan, BuildNo: 201705300911 Changes: Appending additionalInfo with GPS service status code and status message
Tue May 30 09:28:21 AST 2017 , 7854, NGI_Islamiyat, Thiyan, BuildNo: 201705300911 Changes: Appending additionalInfo with GPS service status code and status message
Tue May 30 10:06:07 AST 2017 , 7848, NGI_MLSDFinancialSupportWebService, Venkat, BuildNumber : 201705300924 Updated the ApplicationID parameter value in Application status method response
Tue May 30 10:10:52 AST 2017 , 7848, NGI_MLSD_SocialAssistanceService, Venkat, BuildNumber : 201705300924 Updated the ApplicationID parameter value in Application status method response
Tue May 30 13:05:41 AST 2017 , 7848, NGI-VehicleInsuranceUpload, Uma, BuildNumber: 201705301240 Changes: RFC reference: CR_STG_PRD_2009: Fixed the existing business validation issue for brand new vehicles, insurance period should cover at least one full cycle without any gap
Tue May 30 13:47:20 AST 2017 , 7854, NGI_Sehati, Venkat, Build Number : 201705301225 Added the new methods for Appointment process and renamed the method names (FetchBlood, FetchRadiology and FetchOutPatientAppointments)
Tue May 30 13:58:42 AST 2017 , 7854, NGI_Sehati, Venkat, Build Number : 201705301225 Added the new methods for Appointment process and renamed the method names (FetchBlood, FetchRadiology and FetchOutPatientAppointments)
Tue May 30 14:00:36 AST 2017 , 7854, NGI_Sehati, Venkat, Build Number : 201705301225 Added the new methods for Appointment process and renamed the method names (FetchBlood, FetchRadiology and FetchOutPatientAppointments)
Wed May 31 09:14:34 AST 2017 , 7854, NGI_Sehati, Venkat, Build Number : 201705301225 Added the new methods for Appointment process and renamed the method names (FetchBlood, FetchRadiology and FetchOutPatientAppointments)
Wed May 31 11:39:38 AST 2017 , 7854, NGI_VRR_Service, Venkat, Moving the old source code and same source code in ClearCase
Wed May 31 11:40:09 AST 2017 , 7856, NGI_VRR_Service, Venkat, Moving the old source code and same source code in ClearCase
Wed May 31 11:41:06 AST 2017 , 7848, NGI_VRR_Service, Venkat, Moving the old source code and same source code in ClearCase
Wed May 31 11:41:18 AST 2017 , 7848, NGI_VRR_Service, Venkat, Moving the old source code and same source code in ClearCase
Mon Jun 5 10:44:54 AST 2017 , 7854, NGI_Sehati, Venkat, BuildNumber : 201706051028 1. Renamed the method name from ValidateAndFetchUserDetails to FetchUserDetails 2. Removed the FetchSeletedDrugDetails method 3. Removed the LKUPLicensedPharmacies method and use the FetchHCFacilities method to fetch the LicensedPharmacies 4. Added the ValidateRelationship method
Mon Jun 5 13:51:22 AST 2017 , 7854, NGI_Sehati, Venkat, BuildNumber:201706051344 Updated the TestDate parameter value in FetchBlood method
Tue Jun 6 09:42:46 AST 2017 , 7848, NGI_ReplacementOfBirthCertificate, Uma, NGI internal service issue
Tue Jun 6 12:50:14 AST 2017 , 7848, NGI_UOBAdmissionService, Uma, CR_STG_PRD_2077 BuildNumber: 201706061220 Changes: In SubmitApplication method, handled the empty value for <DOB> element (if received from channel), since it is made optional in the backend service
Thu Jun 8 12:51:12 AST 2017 , 7854, NGI_Sehati, Venkat, BuildNumber : 201706081237 Added the new error codes for ValidateRelationship method
Tue Jun 13 12:31:35 AST 2017 , 7848, NGI_VehicleInsurenceQutationsService, Venkat, BuildNumber : 201706131221 Updated the IsEligibletoBuyInsurance parameter, if vehicle age is >=8 years
Thu Jun 15 10:12:50 AST 2017 , 7854, NGI_AskADoctorApplication, Venkat, BuildNumber : 201706150944 New development service
Thu Jun 15 11:24:34 AST 2017 , 7854, NGI_AskADoctorApplication, Venkat, BuildNumber : 201706151025 Backend updated date formats
Sun Jun 18 14:03:07 AST 2017 , 7854, NGI_GDTDashboardService, Sudhakar, Build Number :180520171351 Change Description : Business Changes : Payment of traffic contravention service is replace the 3 factor login with 2 factor process. So there is no more validation required from CIO, as GDT will validate the provided details.Code Changes : 1) Added new error codes 094,095,103,099. 2) Removed CPRExpiryDate & BlockNumber from RetrieveOtherContraventionsForCPRRequest.3) Removed CRExpiryDate, BlockNumber , ManufactureYear fields from RetrieveOtherContraventionsForCRRequest.
Sun Jun 18 14:03:38 AST 2017 , 7856, NGI_GDTDashboardService, Sudhakar, Build Number :180520171351 Change Description : Business Changes : Payment of traffic contravention service is replace the 3 factor login with 2 factor process. So there is no more validation required from CIO, as GDT will validate the provided details.Code Changes : 1) Added new error codes 094,095,103,099. 2) Removed CPRExpiryDate & BlockNumber from RetrieveOtherContraventionsForCPRRequest.3) Removed CRExpiryDate, BlockNumber , ManufactureYear fields from RetrieveOtherContraventionsForCRRequest.
Sun Jun 18 14:05:46 AST 2017 , 7848, NGI_GDTDashboardService, Sudhakar, Build Number :180520171351 Change Description : Business Changes : Payment of traffic contravention service is replace the 3 factor login with 2 factor process. So there is no more validation required from CIO, as GDT will validate the provided details.Code Changes : 1) Added new error codes 094,095,103,099. 2) Removed CPRExpiryDate & BlockNumber from RetrieveOtherContraventionsForCPRRequest.3) Removed CRExpiryDate, BlockNumber , ManufactureYear fields from RetrieveOtherContraventionsForCRRequest.
Mon Jun 19 09:14:59 AST 2017 , 7854, NGI_AskADoctorApplication, Venkat, BuildNumber : 201706190852 Backend updated the parameters values(deviceID) for ViewAllMyQuestions method
Mon Jun 19 11:56:37 AST 2017 , 7854, NGI_AskADoctorApplication, Venkat, BuildNumber : 201706191124 Updated the parameters in SearchQuestions(CategoryID)
Tue Jun 20 10:57:59 AST 2017 , 7848, NGI_VehicleInsurenceQutationsService, Venkat, Local  GDT URL port updated
Wed Jun 21 08:16:09 AST 2017 , 7848, NGI-ExecutionServices, Uma, BuildNumber: 201706200820 Changes: Below changes are done as per the SRD: SRD_Execution_Services_V1.0.docx 1.Added and implemented new methods: LKUPCountryCodeMst, LKUPParties,LKUPPartyTypeList, LKUPPerformanceTypeMst 2.Added <PerformanceDetails> object in SubmitToOpenExecutionFile method request object
Wed Jun 21 08:20:27 AST 2017 , 7856, NGI_UOBStudentOnlinePaymentService, Venkat, Sync Portal and KIOSK code
Thu Jun 22 11:09:16 AST 2017 , 7848, NGI_UOBStudentOnlinePaymentService, Venkat, Build Number : 201706221057 New webserice development for UOB online course payment.
Thu Jun 22 11:10:10 AST 2017 , 7848, NGI_UOBStudentOnlinePaymentService, Venkat, Build Number : 201706221057 New webserice development for UOB online course payment.
Thu Jun 22 11:12:27 AST 2017 , 7848, NGI_UOBStudentOnlinePaymentService, Venkat, Build Number : 201706221057 New webserice development for UOB online course payment.
Thu Jun 22 11:13:31 AST 2017 , 7848, NGI_UOBStudentOnlinePaymentWebService, Venkat, Build Number : 201706221057 New webserice development for UOB online course payment.
Thu Jun 22 12:26:56 AST 2017 , 7848, NGI_UOBStudentOnlinePaymentWebService, Venkat, Build Number : 201706221057 New webserice development for UOB online course payment.
Thu Jun 22 12:27:28 AST 2017 , 7848, NGI_UOBStudentOnlinePaymentWebService, Venkat, BuildNumber:201706221212 Backend updated the wsdl for checkstudentinfoE_gov method
Thu Jun 22 13:31:06 AST 2017 , 7848, NGI_UOBStudentOnlinePaymentWebService, Venkat, BuildNumber: 201706221327 Updated the error code and error message
Thu Jun 22 14:40:52 AST 2017 , 7856, NGI_UOBStudentOnlinePaymentWebService, Venkat, BuildNumber: 201706221327 Updated the error code and error message
Sun Jul 2 15:34:54 AST 2017 , 7848, NGI-ExecutionServices, Uma, BuildNumber: 201707021509 Changes: 1.LKUPPerformanceTypeMst . IsLawyer changed to IsLawful 2.LKUPParties . Backend added new element IsDefendant in response, so updated WSDL with this new entry.
Mon Jul 3 14:31:45 AST 2017 , 7848, NGI-ExecutionServices, Uma, BuildNumber: 201707031420 Changes: 1.Fixed a bug with WSDL. PartyTypeList obj will now have IsLawyer instead of IsLawful.2.Used ?singleWSDL for Ministry Msg set creation
Tue Jul 4 08:20:46 AST 2017 , 7848, NGI-ExecutionServices, Uma, BuildNumber: 201707031629 1.WSDL changes. New object type PerfTypeList defined for PerformanceTypeList
Tue Jul 4 10:56:43 AST 2017 , 7848, NGI-ExecutionServices, Uma, BuildNumber: 201707040953 1.Added method name along with error code and error messages in StatusMessage field
Tue Jul 4 13:18:38 AST 2017 , 7848, NGI_SmartCardApplicationEKey, Sudhakar, New Service
Tue Jul 4 14:17:49 AST 2017 , 7848, NGI_SmartCardApplicationEKey, Sudhakar, Build number : 201707041316 New Service
Sun Jul 9 10:51:01 AST 2017 , 7854, NGI_Sehati, Venkat, BuildNumber:20170709100100 Added new methods and updated the properties file Method : LKUPInsurenceDetails,FetchAvailableDatesAndTime,ValidateUserEligibilityForNewAppointments,ValidateUser.
Tue Jul 11 08:05:16 AST 2017 , 7848, NGI-ExecutionServices, Uma, BuildNumber: 201707101624 1.LKUPPartyTypeList, Added field IsDefendant filed in PartyTypeList object
Tue Jul 11 09:05:40 AST 2017 , 7854, NGI_Sehati, Venkat, BuildNumber-201707110840 Update the ValidateUser method schema in wsdl
Tue Jul 11 13:13:00 AST 2017 , 7854, NGI_Sehati, Venkat, BuildNumber-201707110840 Update the ValidateUser method schema in wsdl
Tue Jul 11 14:43:41 AST 2017 , 7848, NGI_PreEmploymentHealthCheckupWebService, Venkat, BuildNumber - 201711071432 New enhancements on old service(new methods added(LKUPServiceType, LKUPHospitals) and functionality also changed for booking and reschedule methods)
Tue Jul 11 15:43:27 AST 2017 , 7848, NGI_PreEmploymentHealthCheckupWebService, Venkat, BuildNumber - 201711071432 New enhancements on old service(new methods added(LKUPServiceType, LKUPHospitals) and functionality also changed for booking and reschedule methods)
Wed Jul 12 15:23:58 AST 2017 , 7854, NGI_Sehati, Venkat, BuildNumber:201707121510 Removed Insurence parameters in BookAppointment and added new parameter Nationality
Thu Jul 13 08:09:49 AST 2017 , 7848, NGI_PreEmploymentHealthCheckupWebService, Venkat, BuilNumber:201707121600 Updated the ExpatNameEnglish parameter values in GetAppointments details method
Thu Jul 13 12:28:16 AST 2017 , 7854, NGI_Sehati, Venkat, BuildNumber:20170713122300 Added new 2 parameters in the FetchAvailableDatesAndTime method
Thu Jul 13 15:41:39 AST 2017 , 7854, NGI_AskADoctorApplication, Venkat, BuildNumber-201707131535 Added new methods LKUPYear and FetchDeviceDetails
Mon Jul 17 08:42:52 AST 2017 , 7845, NGI_NewICRAndCCR, Venkat, BuildNumber :201707170835 Added the COALESCE function for OUTPUT message
Mon Jul 17 14:29:35 AST 2017 , 7848, NGI_SmartCardApplicationEKey, Sudhakar, Build Number : 201707171331 Change : New service (Bug . fixes).
Tue Jul 18 12:46:02 AST 2017 , 7854, NGI_Sehati, Venkat, BuildNumber : 201707181200 Added the new method - UpdateContactDetails
Wed Jul 19 15:06:36 AST 2017 , 7848, NGI_PreEmploymentHealthCheckupWebService, Venkat, BuildNumber- 201707191500 Updated the IsEligibleToReschedule flag for reschedule appointment time. Backend added the new parameters in BookAppointment response
Thu Jul 20 09:50:15 AST 2017 , 7848, NGI_GDTDashboardService, Sudhakar, CR_STG_PRD_2153 : Build numbers 201707191510 : As requested by GDT, NGI is generating postal barcode image based on postal number which is generating by NGI and submitting to GDT along with the submit request for both DLR ekey & non ekey services.
Thu Jul 20 09:50:44 AST 2017 , 7848, NGI_DLR_Service, Sudhakar, CR_STG_PRD_2153 : Build numbers 201707191510 : As requested by GDT, NGI is generating postal barcode image based on postal number which is generating by NGI and submitting to GDT along with the submit request for both DLR ekey & non ekey services.
Thu Jul 20 09:51:35 AST 2017 , 7854, NGI_DLR_Service, Sudhakar, CR_STG_PRD_2153 : Build numbers 201707191510 : As requested by GDT, NGI is generating postal barcode image based on postal number which is generating by NGI and submitting to GDT along with the submit request for both DLR ekey & non ekey services.
Thu Jul 20 09:52:09 AST 2017 , 7854, NGI_GDTDashboardService, Sudhakar, CR_STG_PRD_2153 : Build numbers 201707191510 : As requested by GDT, NGI is generating postal barcode image based on postal number which is generating by NGI and submitting to GDT along with the submit request for both DLR ekey & non ekey services.
Thu Jul 20 09:52:51 AST 2017 , 7856, NGI_GDTDashboardService, Sudhakar, CR_STG_PRD_2153 : Build numbers 201707191510 : As requested by GDT, NGI is generating postal barcode image based on postal number which is generating by NGI and submitting to GDT along with the submit request for both DLR ekey & non ekey services.
Thu Jul 20 09:53:34 AST 2017 , 7856, NGI_DLR_Service, Sudhakar, CR_STG_PRD_2153 : Build numbers 201707191510 : As requested by GDT, NGI is generating postal barcode image based on postal number which is generating by NGI and submitting to GDT along with the submit request for both DLR ekey & non ekey services.
Thu Jul 20 14:07:15 AST 2017 , 7848, NGI_PreEmploymentHealthCheckupWebService, Venkat, BuildNumber-201707201321 Added the new parameter(Photo) in the FitnessReport response method
Tue Jul 25 10:07:36 AST 2017 , 7848, NGI-PropertyContractRegistration, Thiyan, BuildNo: 201707250809 Changes : Backend added a new method GetEmbassies. Exposed  the same in NGI as method LKUPEmbassies.
Thu Jul 27 10:08:24 AST 2017 , 7848, NGI_GDTDashboardService, Sudhakar, Build Number : 201707270940 Change Description : Business Changes : Payment of traffic contravention service is replace the 3 factor login with 2 factor process. So there is no more validation required from CIO, as GDT will validate the provided details.Code Changes : 1) Added new error codes '094','095','103','099'. 2) Removed CPRExpiryDate & BlockNumber from RetrieveOtherContraventionsForCPRRequest.3) Removed CRExpiryDate, BlockNumber , ManufactureYear fields from RetrieveOtherContraventionsForCRRequest.Note : This bar file having barcode changes as well.
Thu Jul 27 10:10:56 AST 2017 , 7854, NGI_GDTDashboardService, Sudhakar, Build Number : 201707270940 Change Description : Business Changes : Payment of traffic contravention service is replace the 3 factor login with 2 factor process. So there is no more validation required from CIO, as GDT will validate the provided details.Code Changes : 1) Added new error codes '094','095','103','099'. 2) Removed CPRExpiryDate & BlockNumber from RetrieveOtherContraventionsForCPRRequest.3) Removed CRExpiryDate, BlockNumber , ManufactureYear fields from RetrieveOtherContraventionsForCRRequest.Note : This bar file having barcode changes as well.
Thu Jul 27 10:12:06 AST 2017 , 7856, NGI_GDTDashboardService, Sudhakar, Build Number : 201707270940 Change Description : Business Changes : Payment of traffic contravention service is replace the 3 factor login with 2 factor process. So there is no more validation required from CIO, as GDT will validate the provided details.Code Changes : 1) Added new error codes '094','095','103','099'. 2) Removed CPRExpiryDate & BlockNumber from RetrieveOtherContraventionsForCPRRequest.3) Removed CRExpiryDate, BlockNumber , ManufactureYear fields from RetrieveOtherContraventionsForCRRequest.Note : This bar file having barcode changes as well.
Mon Jul 31 11:09:43 AST 2017 , 7848, NGI_PreEmpHCPrivateHospWebService, Venkat, BuildNumber - 201707311040 New Development service for PreEmployment-PrivateHospitals
Mon Jul 31 11:52:38 AST 2017 , 7848, NGI_PreEmpHCPrivateHospWebService, Venkat, BuildNumber - 201707311142 Updated the logs
Tue Aug 1 10:06:50 AST 2017 , 7848, NGI-CustomServiceMF, Venkat, BuildNumber - 201708010941 Added the new error code(0110) in GetUserProfile method
Tue Aug 1 11:22:33 AST 2017 , 7848, NGI_PreEmploymentHealthCheckup, Venkat, BuildNumber : 201708011103 Added the new parameter(FirstAppointmentDate) in GetAppointdetails method
Tue Aug 1 11:23:09 AST 2017 , 7848, NGI_PreEmploymentHealthCheckupWebService, Venkat, BuildNumber : 201708011103 Added the new parameter(FirstAppointmentDate) in GetAppointdetails method
Tue Aug 1 12:35:02 AST 2017 , 7848, NGI_PreEmploymentHealthCheckupWebService, Venkat, BuildNumber-201708011230 Updated the error code in GetAppointmentDetails method
Wed Aug 2 09:12:09 AST 2017 , 7854, NGI_AskADoctorApplication, Venkat, BuildNumber-201708020900 Added the 3 new methods(Governarate,HelathCenter,HelathCenterDetails)
Wed Aug 2 10:20:10 AST 2017 , 7854, NGI_AskADoctorApplication, Venkat, BuildNumber - 201708021010 Updated the Country method response parameter names
Wed Aug 2 14:14:10 AST 2017 , 7854, NGI_Sehati, Venkat, BuildNumber - 201708021410 Removed the time value in the ViewUpcomingAppointments method
Thu Aug 3 08:10:04 AST 2017 , 7848, NGI-ExecutionServices, Uma, Build Number: 201708021600 Changes: Fixed the array iteration issue while constructing ministry request and changed the order of ReferenceNumber & ReceiptNumber fields in response in SubmitToOpenExecutionFile method
Sun Aug 6 09:18:56 AST 2017 , 7848, NGI-PropertyContractRegistration, Uma, BuildNumber: 201708060915, Changes: Fixed issue in NGI wsdl for the method: LKUPEmbassies
Mon Aug 7 08:01:48 AST 2017 , 7848, NGI_VRRElderlyDiscountService, Sudhakar, Build number: 201708061536 Change Description: New service
Mon Aug 7 09:39:36 AST 2017 , 7848, NGI_PreEmploymentHealthCheckupWebService, Venkat, BuildNumber : 201708070935 Added the new method in backend(ValidateUserEligibility).
Mon Aug 7 10:02:32 AST 2017 , 7848, NGI_PreEmpHCPrivateHospWebService, Venkat, BuildNumber : 201708070954 Added the new parameters in Login method and updated the parameters in the  ViewExpactMedicalRecord method  - LaboratoryInvestigation object
Mon Aug 7 12:57:02 AST 2017 , 7854, NGI_Sehati, Venkat, BuildNumber:201708071240 Added functionality don't send the appointments details,  if we get any appointment status is Cancelled or Missed in the response of ViewUpcomingAppointments method
Tue Aug 8 10:40:51 AST 2017 , 7854, NGI_AskADoctorApplication, Venkat, BuildNumber : 201708081025 Updated the error code
Tue Aug 8 11:07:44 AST 2017 , 7854, NGI_Sehati, Venkat, BuildNumber:201708081103 Updated the functionality in the Past and Upcoming appointment methods
Tue Aug 8 12:51:04 AST 2017 , 7848, NGI_PreEmploymentHealthCheckupWebService, Venkat, BuildNumber:201708081241 Added the new error codes(26 and 27).
Wed Aug 9 14:25:45 AST 2017 , 7848, NGI_SmartCardApplicationEKey, Sudhakar, Build number : 201708091324 Change Description : 1) added new element locale into all validate & submit methods. 2)Added new method GetServiceTypeForReplacement
Wed Aug 9 14:26:35 AST 2017 , 7848, NGI-SmartCardApplication, Sudhakar, Build number : 201708091324 Change Description : 1) added new element locale into all validate & submit methods. 2)Added new method GetServiceTypeForReplacement
Wed Aug 9 14:49:01 AST 2017 , 7848, NGI_SmartCardApplicationEKey, Sudhakar, Build number : 201708091324 Change Description : 1) added new element locale into all validate & submit methods. 2)Added new method GetServiceTypeForReplacement
Sun Aug 13 08:43:38 AST 2017 , 7848, NGI_PreEmploymentHealthCheckupWebService, Venkat, BuildNumber:201708081241 Removed the error codes(26 and 27)
Sun Aug 13 10:47:14 AST 2017 , 7848, NGI_VRRElderlyDiscountService, Sudhakar, Build Number : 201708131026 Change description : new service . bug fix
Sun Aug 13 10:50:55 AST 2017 , 7848, NGI_VRR_Service, Sudhakar, Build Number : 201708131026 Change description : Added  new methods (LKUPRegistrationTypesForDiscount, ValidateAndFetchVehicleDetailsForDiscount& SubmitVehicleDetailsForDiscount) and error codes for VRR Elderly Discount. 
Sun Aug 13 10:52:00 AST 2017 , 7856, NGI_VRR_Service, Sudhakar, Build Number : 201708131026 Change description : Added  new methods (LKUPRegistrationTypesForDiscount, ValidateAndFetchVehicleDetailsForDiscount& SubmitVehicleDetailsForDiscount) and error codes for VRR Elderly Discount. 
Sun Aug 13 10:52:53 AST 2017 , 7854, NGI_VRR_Service, Sudhakar, Build Number : 201708131026 Change description : Added  new methods (LKUPRegistrationTypesForDiscount, ValidateAndFetchVehicleDetailsForDiscount& SubmitVehicleDetailsForDiscount) and error codes for VRR Elderly Discount. 
Sun Aug 13 11:30:44 AST 2017 , 7854, NGI_VRR_Service, Sudhakar, Build Number : 201708131026 Change description : Added  new methods (LKUPRegistrationTypesForDiscount, ValidateAndFetchVehicleDetailsForDiscount& SubmitVehicleDetailsForDiscount) and error codes for VRR Elderly Discount. 
Sun Aug 13 11:31:50 AST 2017 , 7856, NGI_VRR_Service, Sudhakar, Build Number : 201708131026 Change description : Added  new methods (LKUPRegistrationTypesForDiscount, ValidateAndFetchVehicleDetailsForDiscount& SubmitVehicleDetailsForDiscount) and error codes for VRR Elderly Discount. 
Sun Aug 13 11:32:27 AST 2017 , 7848, NGI_VRR_Service, Sudhakar, Build Number : 201708131026 Change description : Added  new methods (LKUPRegistrationTypesForDiscount, ValidateAndFetchVehicleDetailsForDiscount& SubmitVehicleDetailsForDiscount) and error codes for VRR Elderly Discount. 
Mon Aug 14 09:10:45 AST 2017 , 7848, NGI_VRR_Service, Sudhakar, Build number : 201708140815 Change Description : Updated backend message set (GDT added new elements vehicleModelCode , vehicleMakeCode into vehicle object for King Fahad Causeway Service).
Mon Aug 14 09:12:50 AST 2017 , 7848, NGI_DLR_Service, Sudhakar, Build number : 201708140815 Change Description : Updated backend message set (GDT added new elements vehicleModelCode , vehicleMakeCode into vehicle object for King Fahad Causeway Service).
Mon Aug 14 09:14:00 AST 2017 , 7854, NGI_VRR_Service, Sudhakar/NGIScripts/DeploymentScript/DeploymentScript.sh, Build Number : 201708131026 Change description : Added  new methods (LKUPRegistrationTypesForDiscount, ValidateAndFetchVehicleDetailsForDiscount& SubmitVehicleDetailsForDiscount) and error codes for VRR Elderly Discount. 
Mon Aug 14 09:15:08 AST 2017 , 7854, NGI_VRR_Service, Sudhakar, Build number : 201708140815 Change Description : Updated backend message set (GDT added new elements vehicleModelCode , vehicleMakeCode into vehicle object for King Fahad Causeway Service).
Mon Aug 14 09:15:45 AST 2017 , 7854, NGI_DLR_Service, Sudhakar, Build number : 201708140815 Change Description : Updated backend message set (GDT added new elements vehicleModelCode , vehicleMakeCode into vehicle object for King Fahad Causeway Service).
